Time (min),Abs
0.185833335,0.2360477
0.1875,0.236861363
0.189166665,0.236479014
0.190833345,0.238738537
0.192499995,0.234770209
0.194166675,0.23087351
0.195833325,0.232079044
0.197500005,0.225606591
0.19916667,0.225586399
0.200833336,0.227757663
0.202500001,0.224454761
0.204166666,0.225208238
0.205833331,0.221677795
0.207500011,0.22284779
0.209166661,0.218358651
0.210833341,0.213873044
0.212499991,0.213155836
0.214166671,0.213631377
0.215833336,0.208430886
0.217500001,0.205232054
0.219166666,0.209809467
0.220833331,0.20901008
0.222499996,0.207090557
0.224166676,0.203508228
0.225833327,0.201751277
0.227500007,0.204241648
0.229166657,0.203942463
0.230833337,0.200904161
0.232500002,0.195921108
0.234166667,0.198526025
0.235833332,0.197814971
0.237499997,0.198509097
0.239166662,0.190557659
0.240833342,0.19094865
0.242499992,0.19207181
0.244166672,0.189934075
0.245833322,0.188426107
0.247500002,0.185072795
0.249166682,0.183867574
0.250833333,0.181245104
0.252499998,0.181204051
0.254166663,0.184378803
0.255833328,0.186746061
0.257500023,0.183261171
0.259166658,0.178160742
0.260833353,0.177992553
0.262499988,0.180639491
0.264166683,0.176783726
0.265833348,0.176673219
0.267500013,0.17796649
0.269166678,0.176127553
0.270833343,0.173291013
0.272500008,0.168544322
0.274166673,0.170394316
0.275833339,0.162101477
0.277500004,0.168835923
0.279166669,0.166804284
0.280833364,0.164464012
0.282499999,0.167302653
0.284166664,0.161606476
0.285833329,0.163278729
0.287500024,0.16082783
0.289166689,0.159497738
0.290833324,0.153603733
0.292499989,0.160249323
0.294166684,0.159274861
0.295833349,0.157056242
0.297500014,0.157308698
0.29916665,0.157295167
0.300833345,0.157415435
0.30250001,0.151761249
0.304166675,0.150019899
0.30583334,0.154318631
0.307500005,0.1534255
0.30916667,0.150039792
0.310833335,0.146569699
0.3125,0.147294894
0.314166695,0.146979243
0.31583333,0.148071185
0.317499995,0.141974941
0.31916666,0.142520577
0.320833355,0.146063492
0.32250002,0.135041744
0.324166656,0.138710201
0.325833321,0.137175486
0.327500016,0.138230041
0.329166681,0.137635291
0.330833346,0.137573421
0.332499981,0.139026478
0.334166676,0.13604027
0.335833341,0.136682272
0.337500006,0.137192354
0.339166671,0.135244027
0.340833336,0.132892475
0.342500001,0.131656513
0.344166666,0.133184835
0.345833331,0.131537527
0.347500026,0.128082708
0.349166662,0.124472007
0.350833327,0.124538347
0.352499992,0.128125578
0.354166687,0.123116158
0.355833352,0.121304378
0.357499987,0.126806289
0.359166652,0.12527062
0.360833347,0.120357834
0.362500012,0.121991374
0.364166677,0.121725299
0.365833312,0.121513449
0.367500007,0.121479616
0.369166672,0.114161022
0.370833337,0.111314267
0.372500032,0.115168348
0.374166668,0.11587406
0.375833333,0.114450507
0.377499998,0.101976335
0.379166693,0.111675195
0.380833358,0.110837586
0.382499993,0.10722518
0.384166658,0.108234093
0.385833353,0.111877702
0.387500018,0.097539619
0.389166683,0.111757286
0.390833318,0.107867979
0.392500013,0.108754404
0.394166678,0.11222107
0.395833343,0.107978068
0.397500008,0.100581259
0.399166673,0.106709898
0.400833339,0.104816318
0.402500004,0.101949953
0.404166669,0.10242454
0.405833364,0.10239213
0.407499999,0.102973737
0.409166664,0.105704285
0.410833329,0.100602403
0.412500024,0.101924747
0.414166689,0.098872609
0.415833324,0.098655343
0.417499989,0.101167239
0.419166684,0.096881956
0.420833349,0.096801333
0.422500014,0.096058257
0.42416665,0.093726665
0.425833345,0.097595297
0.42750001,0.089739382
0.429166675,0.095462516
0.43083334,0.093434103
0.432500005,0.094871104
0.43416667,0.096220598
0.435833335,0.091935493
0.4375,0.08895243
0.439166695,0.093567885
0.44083333,0.087519109
0.442499995,0.087229885
0.44416666,0.089532048
0.445833355,0.087124966
0.44750002,0.089312822
0.449166656,0.085715249
0.450833321,0.088762708
0.452500016,0.089413658
0.454166681,0.083829671
0.455833346,0.086409964
0.457499981,0.088588245
0.459166676,0.083382487
0.460833341,0.0808907
0.462500006,0.083974876
0.464166671,0.080895811
0.465833336,0.081937991
0.467500001,0.083561718
0.469166666,0.082020342
0.470833331,0.084522478
0.472500026,0.085053511
0.474166662,0.083296686
0.475833327,0.07981009
0.477499992,0.079220332
0.479166687,0.083230712
0.480833352,0.075552806
0.482499987,0.07876344
0.484166652,0.080842927
0.485833347,0.07837446
0.487500012,0.072266705
0.489166677,0.076864176
0.490833312,0.078590527
0.492500007,0.069275811
0.494166672,0.07182128
0.495833337,0.07524924
0.497500032,0.075425267
0.499166668,0.070410855
0.500833333,0.071807593
0.502499998,0.076002546
0.504166663,0.076236442
0.505833328,0.070746273
0.507499993,0.070934683
0.509166658,0.074610256
0.510833323,0.072427578
0.512499988,0.0742926
0.514166713,0.06843555
0.515833318,0.071082078
0.517499983,0.073219836
0.519166648,0.067112252
0.520833373,0.071598291
0.522500038,0.062429983
0.524166644,0.066327937
0.525833309,0.071042836
0.527500033,0.064577132
0.529166699,0.063561782
0.530833364,0.060683567
0.532499969,0.069315806
0.534166694,0.065765023
0.535833359,0.060366414
0.537500024,0.066754512
0.539166629,0.062373139
0.540833354,0.064946465
0.542500019,0.060679518
0.544166684,0.062200356
0.545833349,0.064652652
0.547500014,0.061259568
0.549166679,0.062047258
0.550833345,0.061001603
0.55250001,0.058501769
0.554166675,0.058834754
0.55583334,0.063035846
0.557500005,0.056735381
0.55916667,0.060849376
0.560833395,0.062154982
0.5625,0.059647005
0.564166665,0.057423066
0.56583333,0.058399037
0.567499995,0.055187672
0.56916672,0.060313828
0.570833325,0.051190991
0.572499991,0.055751074
0.574166715,0.060356036
0.575833321,0.059815452
0.577500045,0.059360731
0.579166651,0.052765153
0.580833316,0.056598827
0.582500041,0.058336943
0.584166646,0.054170616
0.585833371,0.060928386
0.587500036,0.055393096
0.589166641,0.056141131
0.590833366,0.055223331
0.592499971,0.056907482
0.594166696,0.051812626
0.595833361,0.051857401
0.597499967,0.053588379
0.599166691,0.054316178
0.600833356,0.049809553
0.602500022,0.048353788
0.604166687,0.053220797
0.605833292,0.052666631
0.607500017,0.050619889
0.609166682,0.048540629
0.610833347,0.050492831
0.612500012,0.055078901
0.614166677,0.055883978
0.615833342,0.051849376
0.617500007,0.051898532
0.619166732,0.052222487
0.620833337,0.047857784
0.622500002,0.047647487
0.624166668,0.047519073
0.625833333,0.053515758
0.627500057,0.054110296
0.629166663,0.049423255
0.630833328,0.047735807
0.632500053,0.046993215
0.634166658,0.045687471
0.635833383,0.04522343
0.637499988,0.047963459
0.639166653,0.049732219
0.640833378,0.045213662
0.642499983,0.050609827
0.644166708,0.049009014
0.645833373,0.050866116
0.647499979,0.048342444
0.649166703,0.048626464
0.650833309,0.04728426
0.652500033,0.046111479
0.654166699,0.042707566
0.655833304,0.044871524
0.657500029,0.048275091
0.659166694,0.047718037
0.660833359,0.037205096
0.662500024,0.039591182
0.664166629,0.043990474
0.665833354,0.046410203
0.667500019,0.045229547
0.669166684,0.041281722
0.670833349,0.042923484
0.672500014,0.04385712
0.674166679,0.042310122
0.675833345,0.038462862
0.67750001,0.039552365
0.679166675,0.042623263
0.68083334,0.046782587
0.682500005,0.039778858
0.68416667,0.035755489
0.685833395,0.040113885
0.6875,0.044016369
0.689166665,0.03873891
0.69083333,0.035178185
0.692499995,0.042892393
0.69416672,0.038134959
0.695833325,0.03911015
0.697499991,0.039424505
0.699166715,0.039210208
0.700833321,0.038083583
0.702500045,0.038574398
0.704166651,0.039362065
0.705833316,0.039725304
0.707500041,0.039168421
0.709166646,0.040754344
0.710833371,0.039217517
0.712500036,0.037241705
0.714166641,0.034271989
0.715833366,0.031415965
0.717499971,0.033934388
0.719166696,0.038008619
0.720833361,0.034494739
0.722499967,0.035601713
0.724166691,0.034388956
0.725833356,0.038098983
0.727500022,0.039453674
0.729166687,0.038650844
0.730833292,0.028914111
0.732500017,0.036382146
0.734166682,0.036914833
0.735833347,0.030709129
0.737500012,0.030660955
0.739166677,0.03132239
0.740833342,0.026852679
0.742500007,0.032946747
0.744166732,0.031951316
0.745833337,0.031419195
0.747500002,0.032580733
0.749166668,0.033696204
0.750833333,0.034677479
0.752500057,0.025941581
0.754166663,0.028694205
0.755833328,0.030190846
0.757500053,0.034976576
0.759166658,0.033876564
0.760833383,0.030656761
0.762499988,0.027996143
0.764166653,0.02979809
0.765833378,0.032181405
0.767499983,0.035256058
0.769166708,0.030459655
0.770833373,0.030261392
0.772499979,0.02818962
0.774166703,0.030599428
0.775833309,0.028708752
0.777500033,0.030833723
0.779166699,0.029367689
0.780833304,0.02639473
0.782500029,0.03165897
0.784166694,0.027631821
0.785833359,0.0301174
0.787500024,0.029219812
0.789166629,0.031408731
0.790833354,0.026116274
0.792500019,0.026675899
0.794166684,0.020081405
0.795833349,0.028223097
0.797500014,0.026091177
0.799166679,0.026550261
0.800833345,0.031525873
0.80250001,0.02703267
0.804166675,0.027337076
0.80583334,0.025917867
0.807500005,0.025016295
0.80916667,0.028510926
0.810833395,0.025227541
0.8125,0.024034232
0.814166665,0.027289966
0.81583333,0.03080938
0.817499995,0.02706515
0.81916672,0.026115203
0.820833325,0.02206702
0.822499991,0.027136512
0.824166715,0.025449459
0.825833321,0.030391606
0.827500045,0.026405735
0.829166651,0.026048847
0.830833316,0.023227701
0.832500041,0.028771589
0.834166646,0.026166668
0.835833371,0.027374102
0.837500036,0.021471793
0.839166641,0.023861658
0.840833366,0.028071634
0.842499971,0.028183626
0.844166696,0.023551205
0.845833361,0.025612421
0.847499967,0.022457941
0.849166691,0.02111358
0.850833356,0.020745426
0.852500022,0.027600152
0.854166687,0.024771467
0.855833292,0.025587792
0.857500017,0.020897126
0.859166682,0.025870718
0.860833347,0.027544905
0.862500012,0.027030356
0.864166677,0.026546381
0.865833342,0.027225662
0.867500007,0.024298379
0.869166732,0.017830553
0.870833337,0.025316903
0.872500002,0.022808559
0.874166668,0.02377161
0.875833333,0.022615939
0.877500057,0.021471439
0.879166663,0.024287183
0.880833328,0.027839929
0.882500053,0.020494718
0.884166658,0.024456119
0.885833383,0.025335426
0.887499988,0.028302746
0.889166653,0.02462586
0.890833378,0.020849215
0.892499983,0.016856972
0.894166708,0.024567867
0.895833373,0.023976345
0.897499979,0.026800141
0.899166703,0.021026654
0.900833309,0.025418717
0.902500033,0.025213357
0.904166699,0.01908781
0.905833304,0.020042419
0.907500029,0.020851009
0.909166694,0.023250641
0.910833359,0.019571556
0.912500024,0.021865144
0.914166629,0.016894836
0.915833354,0.02472258
0.917500019,0.0226482
0.919166684,0.019123301
0.920833349,0.021773087
0.922500014,0.021680478
0.924166679,0.021211587
0.925833345,0.019546805
0.92750001,0.020095393
0.929166675,0.012296477
0.93083334,0.016006975
0.932500005,0.019506056
0.93416667,0.017783977
0.935833395,0.023521008
0.9375,0.019546617
0.939166665,0.018179642
0.94083333,0.0226494
0.942499995,0.022822037
0.94416672,0.022524159
0.945833325,0.019138288
0.947499991,0.021771617
0.949166715,0.018615007
0.950833321,0.009618619
0.952500045,0.022487599
0.954166651,0.021663526
0.955833316,0.018460726
0.957500041,0.020303255
0.959166646,0.019716805
0.960833371,0.020418607
0.962500036,0.019111453
0.964166641,0.016303265
0.965833366,0.020842046
0.967499971,0.017829258
0.969166696,0.01794889
0.970833361,0.016592603
0.972499967,0.022929817
0.974166691,0.021156764
0.975833356,0.011619847
0.977500022,0.019073961
0.979166687,0.021684179
0.980833292,0.015088388
0.982500017,0.021861387
0.984166682,0.018527364
0.985833347,0.015451266
0.987500012,0.015257428
0.989166677,0.007199604
0.990833342,0.017835354
0.992500007,0.012112374
0.994166732,0.017424103
0.995833337,0.017277841
0.997500002,0.019182384
0.999166668,0.008800542
1.000833392,0.022221498
1.002500057,0.019522816
1.004166722,0.019480661
1.005833387,0.01699806
1.007500052,0.020909376
1.009166718,0.014283413
1.010833383,0.01721018
1.012500048,0.017206168
1.014166713,0.012129277
1.015833378,0.009269387
1.017500043,0.011718765
1.019166708,0.019159444
1.020833373,0.018230634
1.022500038,0.012388758
1.024166703,0.014734249
1.025833368,0.020988889
1.027500153,0.017961651
1.029166698,0.017965591
1.030833364,0.013179339
1.032500029,0.017536346
1.034166694,0.011803316
1.035833478,0.018011997
1.037500024,0.014146681
1.039166689,0.019324718
1.040833473,0.013343154
1.042500019,0.019130064
1.044166803,0.018278366
1.045833349,0.015999965
1.047500014,0.018033745
1.049166799,0.017205818
1.050833344,0.010390197
1.052500129,0.012346784
1.054166794,0.013620402
1.05583334,0.017432861
1.057500124,0.006067851
1.05916667,0.016494639
1.060833454,0.010617656
1.062500119,0.010705468
1.064166665,0.017564593
1.065833449,0.013825268
1.067500114,0.015664458
1.06916666,0.015475945
1.070833445,0.013763354
1.07250011,0.019273786
1.074166775,0.005003163
1.07583344,0.014886248
1.077499986,0.014130662
1.07916677,0.015949314
1.080833435,0.006943625
1.0825001,0.014695849
1.084166765,0.006459207
1.085833311,0.016526744
1.087500095,0.013956847
1.08916676,0.013105832
1.090833426,0.015369221
1.092500091,0.013979035
1.094166756,0.019397687
1.095833421,0.007226766
1.097500086,0.017736353
1.099166751,0.009439246
1.100833416,0.012157921
1.102500081,0.016375864
1.104166746,0.011340551
1.105833411,0.00891861
1.107500076,0.015055665
1.109166741,0.01457288
1.110833406,0.014461534
1.112500191,0.012675899
1.114166737,0.015672321
1.115833402,0.013261879
1.117500067,0.017270245
1.119166732,0.014127881
1.120833516,0.014288844
1.122500062,0.017130872
1.124166727,0.017221466
1.125833392,0.011617214
1.127500057,0.013598767
1.129166842,0.002700676
1.130833387,0.002090969
1.132500052,0.007391352
1.134166718,0.014620131
1.135833383,0.008256557
1.137500167,0.012630325
1.139166832,0.003361768
1.140833378,0.012462731
1.142500043,0.0108653
1.144166708,0.012776658
1.145833492,0.01580897
1.147500157,0.016091075
1.149166703,0.012867654
1.150833368,0.000383981
1.152500033,0.010724412
1.154166818,0.014823969
1.155833483,0.009118204
1.157500029,0.012897412
1.159166694,-0.001274152
1.160833359,0.012122703
1.162500143,0.007886564
1.164166808,0.014120339
1.165833473,0.008391606
1.167500019,0.010172396
1.169166684,0.013014706
1.170833468,0.005774394
1.172500134,0.009416548
1.174166799,0.003968953
1.175833344,0.006200618
1.17750001,0.011569359
1.179166794,0.002962949
1.180833459,0.008795233
1.182500124,0.011671377
1.18416667,0.005338839
1.185833335,0.006326965
1.187500119,0.01255033
1.189166784,0.01100541
1.190833449,0.009512902
1.192500114,0.005683324
1.19416666,0.006580767
1.195833445,0.010235311
1.19750011,0.006081501
1.199166775,0.004841783
1.20083344,0.009916275
1.202499986,0.006466905
1.20416677,0.007350726
1.205833435,0.006983292
1.2075001,0.003007545
1.209166765,-0.005085282
1.210833311,0.005126883
1.212500095,0.010572298
1.21416676,0.002247036
1.215833426,0.005995118
1.217500091,0.009292341
1.219166756,0.008565689
1.220833421,-0.000183234
1.222500086,0.008670516
1.224166751,0.004537618
1.225833416,0.008491269
1.227500081,0.004500606
1.229166746,0.013721433
1.230833411,0.009014538
1.232500076,0.010394333
1.234166741,0.007602888
1.235833406,-0.001120451
1.237500191,0.003745705
1.239166737,0.005608768
1.240833402,0.00868652
1.242500067,0.006617405
1.244166732,0.002168228
1.245833516,0.00066482
1.247500062,-0.000859392
1.249166727,-0.000153735
1.250833392,0.006066512
1.252500057,-0.002923021
1.254166842,0.008802497
1.255833387,0.007590164
1.257500052,0.008587208
1.259166718,0.009020034
1.260833383,-0.003038609
1.262500167,0.002910851
1.264166832,0.005899856
1.265833378,-0.000667448
1.267500043,0.000918317
1.269166708,0.009307151
1.270833492,0.006359089
1.272500157,0.010510316
1.274166703,0.000964157
1.275833368,0.007423581
1.277500033,-0.003572389
1.279166818,0.003512813
1.280833483,0.003645845
1.282500029,0.002741103
1.284166694,0.005357891
1.285833359,0.002116434
1.287500143,0.007791809
1.289166808,0.006980793
1.290833473,0.009598003
1.292500019,0.000242749
1.294166684,0.00881029
1.295833468,0.005768256
1.297500134,-0.001011377
1.299166799,0.006490921
1.300833344,0.003987083
1.30250001,-0.000679079
1.304166794,-0.000972275
1.305833459,0.005066643
1.307500124,0.008029013
1.30916667,0.007005942
1.310833335,0.008733029
1.312500119,-0.001297742
1.314166784,0.005164053
1.315833449,0.002527755
1.317500114,0.000322633
1.31916666,0.001947854
1.320833445,0.004079992
1.32250011,0.007271749
1.324166775,0.009799417
1.32583344,0.005999133
1.327499986,-0.005661423
1.32916677,0.008258115
1.330833435,0.000145892
1.3325001,0.007766431
1.334166765,0.008118123
1.335833311,0.0075673
1.337500095,0.005499067
1.33916676,0.005584198
1.340833426,0.006545315
1.342500091,0.000726968
1.344166756,0.00687277
1.345833421,0.000533086
1.347500086,-0.00137191
1.349166751,0.002839635
1.350833416,0.004054673
1.352500081,0.008259539
1.354166746,0.003465424
1.355833411,0.002797349
1.357500076,0.00611681
1.359166741,0.006164908
1.360833406,0.007989382
1.362500191,0.002681245
1.364166737,0.004184683
1.365833402,0.006734145
1.367500067,0.001846353
1.369166732,0.00150313
1.370833516,-0.0001852
1.372500062,-0.000633692
1.374166727,0.005929639
1.375833392,0.006177695
1.377500057,0.003217087
1.379166842,0.003060175
1.380833387,0.003299789
1.382500052,0.00777916
1.384166718,-0.003197388
1.385833383,0.00207825
1.387500167,-0.002178371
1.389166832,0.004207893
1.390833378,-0.00158041
1.392500043,0.007173576
1.394166708,0.001899103
1.395833492,-0.004194382
1.397500157,0.003333882
1.399166703,-0.000205072
1.400833368,0.006877872
1.402500033,-0.0038993
1.404166818,0.003220112
1.405833483,0.003421277
1.407500029,0.003472704
1.409166694,0.003195468
1.410833359,0.004833459
1.412500143,0.004037637
1.414166808,0.001457467
1.415833473,0.000688387
1.417500019,0.001801746
1.419166684,-0.003910178
1.420833468,0.000965272
1.422500134,-0.005372911
1.424166799,-0.001653653
1.425833344,0.007138444
1.42750001,-0.002776642
1.429166794,-0.002272527
1.430833459,-0.00040353
1.432500124,0.001603148
1.43416667,-7.03E-05
1.435833335,-0.001425734
1.437500119,-0.000768134
1.439166784,0.002185138
1.440833449,0.000229307
1.442500114,0.004853746
1.44416666,0.003365629
1.445833445,-0.001732865
1.44750011,0.001158387
1.449166775,0.000689372
1.45083344,0.000700832
1.452499986,-0.002267737
1.45416677,0.000554572
1.455833435,-0.002719744
1.4575001,-0.001629412
1.459166765,-0.000186908
1.460833311,0.005742628
1.462500095,0.00014351
1.46416676,-0.004282308
1.465833426,-0.004807753
1.467500091,-0.002229521
1.469166756,-0.004421211
1.470833421,0.004006337
1.472500086,-0.011165889
1.474166751,-2.77E-05
1.475833416,-0.006415077
1.477500081,-0.006399977
1.479166746,-0.006974073
1.480833411,0.004069226
1.482500076,-0.007005914
1.484166741,0.002066545
1.485833406,-0.008696439
1.487500191,-0.001956964
1.489166737,-0.003062874
1.490833402,-0.00098896
1.492500067,0.00115138
1.494166732,-0.007250374
1.495833516,-0.001813352
1.497500062,-0.006873695
1.499166727,-0.005909399
1.500833392,0.001041372
1.502500057,-0.004262469
1.504166842,-0.005692697
1.505833387,-0.004330033
1.507500052,-0.002034987
1.509166718,-0.002067038
1.510833383,0.001071654
1.512500167,-0.00552077
1.514166832,-0.002469682
1.515833378,-0.001480171
1.517500043,-0.009272273
1.519166708,-0.002142002
1.520833492,-0.002525533
1.522500157,-0.002230242
1.524166703,-0.007893562
1.525833368,-0.001782211
1.527500033,-0.008050577
1.529166818,-0.004343257
1.530833483,-0.014520856
1.532500029,-0.009822949
1.534166694,-0.008480971
1.535833359,-0.005474812
1.537500143,-0.01536146
1.539166808,-0.006043545
1.540833473,-0.010239151
1.542500019,-0.008519656
1.544166684,-0.007678051
1.545833468,-0.008168974
1.547500134,-0.012040652
1.549166799,-0.004914343
1.550833344,-0.008092552
1.55250001,-0.004332288
1.554166794,-0.003761
1.555833459,-0.00595434
1.557500124,-0.00832274
1.55916667,-0.008201082
1.560833335,-0.005595447
1.562500119,-0.011865831
1.564166784,-0.006289976
1.565833449,-0.008232529
1.567500114,-0.007853651
1.56916666,-0.005739959
1.570833445,-0.013010086
1.57250011,-0.009938839
1.574166775,-0.008599301
1.57583344,-0.0001291
1.577499986,-0.011210895
1.57916677,-0.011255947
1.580833435,-0.013730139
1.5825001,-0.005000384
1.584166765,-0.013589666
1.585833311,-0.011130567
1.587500095,-0.009331106
1.58916676,-0.002990382
1.590833426,-0.020457052
1.592500091,-0.012054752
1.594166756,-0.004450063
1.595833421,-0.008356615
1.597500086,-0.006159836
1.599166751,-0.001656284
1.600833416,-0.01634785
1.602500081,-0.009149106
1.604166746,-0.005720697
1.605833411,-0.016667381
1.607500076,-0.012501017
1.609166741,-0.009650219
1.610833406,-0.010705571
1.612500191,-0.005517498
1.614166737,-0.011250549
1.615833402,-0.006071268
1.617500067,-0.010388901
1.619166732,-0.00797134
1.620833516,-0.023155311
1.622500062,-0.012290196
1.624166727,-0.018498385
1.625833392,-0.008057691
1.627500057,-0.024514819
1.629166842,-0.019343959
1.630833387,-0.014592449
1.632500052,-0.015160623
1.634166718,-0.009611735
1.635833383,-0.011797918
1.637500167,-0.013147281
1.639166832,-0.013054902
1.640833378,-0.006928575
1.642500043,-0.010154648
1.644166708,-0.006691071
1.645833492,-0.011689628
1.647500157,-0.013143916
1.649166703,-0.018602807
1.650833368,-0.017709266
1.652500033,-0.007883444
1.654166818,-0.014101371
1.655833483,-0.013704255
1.657500029,-0.017365633
1.659166694,-0.0091927
1.660833359,-0.00892519
1.662500143,-0.010596554
1.664166808,-0.01277277
1.665833473,-0.014587343
1.667500019,-0.013121061
1.669166684,-0.007313503
1.670833468,-0.003669271
1.672500134,-0.00659588
1.674166799,-0.01201361
1.675833344,-0.018213065
1.67750001,-0.012025192
1.679166794,-0.017765131
1.680833459,-0.004211763
1.682500124,-0.011366463
1.68416667,-0.002533253
1.685833335,-0.016678492
1.687500119,-0.016399153
1.689166784,-0.017256632
1.690833449,-0.011674105
1.692500114,-0.00515681
1.69416666,-0.01021402
1.695833445,-0.015483576
1.69750011,-0.009273438
1.699166775,-0.023098273
1.70083344,-0.013439159
1.702499986,-0.016337678
1.70416677,-0.009835348
1.705833435,-0.012747834
1.7075001,-0.002985601
1.709166765,-0.009446216
1.710833311,-0.009914298
1.712500095,-0.0161762
1.71416676,-0.011416894
1.715833426,-0.012486328
1.717500091,-0.017841805
1.719166756,-0.014709076
1.720833421,-0.010638689
1.722500086,-0.014885359
1.724166751,-0.018974904
1.725833416,-0.010227825
1.727500081,-0.015224563
1.729166746,-0.010660058
1.730833411,-0.008375964
1.732500076,-0.0107482
1.734166741,-0.010624897
1.735833406,-0.013221763
1.737500191,-0.007782921
1.739166737,-0.010345932
1.740833402,-0.018442418
1.742500067,-0.008821052
1.744166732,-0.025039282
1.745833516,-0.010312717
1.747500062,-0.016251063
1.749166727,-0.013220859
1.750833392,-0.010253916
1.752500057,-0.011298673
1.754166842,-0.00853057
1.755833387,-0.020595517
1.757500052,-0.013395086
1.759166718,-0.018430658
1.760833383,-0.016144576
1.762500167,-0.010600545
1.764166832,-0.009474685
1.765833378,-0.012431091
1.767500043,-0.008823081
1.769166708,-0.019968262
1.770833492,-0.013403921
1.772500157,-0.013671648
1.774166703,-0.011448462
1.775833368,-0.020406522
1.777500033,-0.014540232
1.779166818,-0.006406303
1.780833483,-0.012483008
1.782500029,-0.017468985
1.784166694,-0.017820092
1.785833359,-0.010761534
1.787500143,-0.016353184
1.789166808,-0.022768702
1.790833473,-0.005626111
1.792500019,-0.019108247
1.794166684,-0.012813387
1.795833468,-0.010973956
1.797500134,-0.01294401
1.799166799,-0.017652702
1.800833344,-0.009970564
1.80250001,-0.015564951
1.804166794,-0.01527325
1.805833459,-0.01149848
1.807500124,-0.013514595
1.80916667,-0.010386221
1.810833335,-0.016043801
1.812500119,-0.020769378
1.814166784,-0.004705696
1.815833449,-0.007686138
1.817500114,-0.015449903
1.81916666,-0.007831991
1.820833445,-0.009382332
1.82250011,-0.014159554
1.824166775,-0.015039217
1.82583344,-0.012396978
1.827499986,-0.0172731
1.82916677,-0.010079132
1.830833435,-0.013754366
1.8325001,-0.01285968
1.834166765,-0.014372374
1.835833311,-0.007366291
1.837500095,-0.024103461
1.83916676,-0.010586903
1.840833426,-0.013957709
1.842500091,-0.015862547
1.844166756,-0.007532198
1.845833421,-0.012285617
1.847500086,-0.015702989
1.849166751,-0.007973983
1.850833416,-0.012924412
1.852500081,-0.008825973
1.854166746,-0.017904557
1.855833411,-0.015409831
1.857500076,-0.019623935
1.859166741,-0.013575015
1.860833406,-0.009089184
1.862500191,-0.009711228
1.864166737,-0.010839254
1.865833402,-0.01472334
1.867500067,-0.011091609
1.869166732,-0.010029708
1.870833516,-0.011160086
1.872500062,-0.007208622
1.874166727,-0.013945777
1.875833392,-0.014944738
1.877500057,-0.012181628
1.879166842,-0.008059368
1.880833387,-0.01135219
1.882500052,-0.015575141
1.884166718,-0.014395964
1.885833383,-0.007517187
1.887500167,-0.0133858
1.889166832,-0.009818545
1.890833378,-0.014004732
1.892500043,-0.007493373
1.894166708,-0.014842934
1.895833492,-0.01056644
1.897500157,-0.014397917
1.899166703,-0.019199496
1.900833368,-0.010361603
