Time (min),Abs
1.902500033,-0.017418256
1.904166818,-0.012189581
1.905833483,-0.010725471
1.907500029,-0.009878469
1.909166694,-0.007268652
1.910833359,-0.022287821
1.912500143,-0.015016061
1.914166808,-0.010591854
1.915833473,-0.013589717
1.917500019,-0.005270475
1.919166684,-0.012643452
1.920833468,-0.012025897
1.922500134,-0.011312495
1.924166799,-0.014650567
1.925833344,-0.013904212
1.92750001,-0.015496366
1.929166794,-0.013350707
1.930833459,-0.008042394
1.932500124,-0.013075299
1.93416667,-0.013220709
1.935833335,-0.012147898
1.937500119,-0.008922096
1.939166784,-0.013785313
1.940833449,-0.016906962
1.942500114,-0.011962492
1.94416666,-0.009623584
1.945833445,-0.016206825
1.94750011,-0.01991011
1.949166775,-0.018271694
1.95083344,-0.011184054
1.952499986,-0.016254503
1.95416677,-0.005949693
1.955833435,-0.013486139
1.9575001,-0.01252149
1.959166765,-0.010103058
1.960833311,-0.013481571
1.962500095,-0.011046438
1.96416676,-0.009091719
1.965833426,-0.013469275
1.967500091,-0.015716322
1.969166756,-0.017275041
1.970833421,-0.015372904
1.972500086,-0.016889036
1.974166751,-0.018939272
1.975833416,-0.010965425
1.977500081,-0.010960528
1.979166746,-0.014814965
1.980833411,-0.010556284
1.982500076,-0.016603902
1.984166741,-0.009882517
1.985833406,-0.015821166
1.987500191,-0.010068864
1.989166737,-0.013240545
1.990833402,-0.014084531
1.992500067,-0.010330716
1.994166732,-0.01652013
1.995833516,-0.00866731
1.997500062,-0.016414905
1.999166727,-0.008508691
2.000833273,-0.016833806
