wav,int
6.725529E+02,-1.523809E-03
6.730350E+02,-1.745864E-03
6.735171E+02,-1.912851E-03
6.739993E+02,-2.041684E-03
6.744813E+02,-2.134278E-03
6.749635E+02,-2.176711E-03
6.754456E+02,-2.149412E-03
6.759277E+02,-2.038221E-03
6.764098E+02,-1.845879E-03
6.768920E+02,-1.592415E-03
6.773740E+02,-1.310791E-03
6.778562E+02,-1.031628E-03
6.783383E+02,-7.723300E-04
6.788204E+02,-5.354472E-04
6.793025E+02,-3.138316E-04
6.797847E+02,-1.010471E-04
6.802667E+02,9.785585E-05
6.807489E+02,2.651201E-04
6.812310E+02,3.754384E-04
6.817131E+02,4.060154E-04
6.821952E+02,3.488095E-04
6.826774E+02,2.133362E-04
6.831594E+02,2.442047E-05
6.836416E+02,-1.886243E-04
6.841237E+02,-3.981880E-04
6.846058E+02,-5.852496E-04
6.850879E+02,-7.413705E-04
6.855701E+02,-8.629465E-04
6.860521E+02,-9.479567E-04
6.865343E+02,-9.936456E-04
6.870164E+02,-9.991995E-04
6.874985E+02,-9.687521E-04
6.879806E+02,-9.147945E-04
6.884628E+02,-8.569281E-04
6.889448E+02,-8.155240E-04
6.894270E+02,-8.034196E-04
6.899091E+02,-8.205840E-04
6.903912E+02,-8.555060E-04
6.908733E+02,-8.915166E-04
6.913555E+02,-9.150920E-04
6.918375E+02,-9.244491E-04
6.923197E+02,-9.308965E-04
6.928018E+02,-9.547013E-04
6.932839E+02,-1.015464E-03
6.937660E+02,-1.124537E-03
6.942482E+02,-1.280662E-03
6.947302E+02,-1.472166E-03
6.952124E+02,-1.681969E-03
6.956945E+02,-1.892166E-03
6.961766E+02,-2.090061E-03
6.966587E+02,-2.266606E-03
6.971409E+02,-2.414117E-03
6.976229E+02,-2.526727E-03
6.981051E+02,-2.598369E-03
6.985872E+02,-2.627550E-03
6.990693E+02,-2.618987E-03
6.995514E+02,-2.585919E-03
7.000336E+02,-2.546755E-03
7.005156E+02,-2.517108E-03
7.009978E+02,-2.506434E-03
7.014799E+02,-2.513813E-03
7.019620E+02,-2.530976E-03
7.024441E+02,-2.549193E-03
7.029263E+02,-2.566552E-03
7.034083E+02,-2.590497E-03
7.038905E+02,-2.634598E-03
7.043726E+02,-2.709976E-03
7.048547E+02,-2.815794E-03
7.053368E+02,-2.934750E-03
7.058190E+02,-3.036433E-03
7.063010E+02,-3.089338E-03
7.067832E+02,-3.070388E-03
7.072653E+02,-2.977104E-03
7.077474E+02,-2.827447E-03
7.082295E+02,-2.654588E-03
7.087117E+02,-2.491214E-03
7.091937E+02,-2.360372E-03
7.096759E+02,-2.270199E-03
7.101580E+02,-2.216238E-03
7.106401E+02,-2.189337E-03
7.111222E+02,-2.184722E-03
7.116044E+02,-2.205359E-03
7.120864E+02,-2.259948E-03
7.125686E+02,-2.356681E-03
7.130507E+02,-2.495793E-03
7.135328E+02,-2.667464E-03
7.140149E+02,-2.853650E-03
7.144971E+02,-3.035215E-03
7.149791E+02,-3.196247E-03
7.154613E+02,-3.327035E-03
7.159434E+02,-3.422577E-03
7.164255E+02,-3.477967E-03
7.169076E+02,-3.485132E-03
7.173898E+02,-3.434248E-03
7.178718E+02,-3.317927E-03
7.183540E+02,-3.139737E-03
7.188361E+02,-2.916287E-03
7.193182E+02,-2.680373E-03
7.198003E+02,-2.469338E-03
7.202825E+02,-2.314134E-03
7.207645E+02,-2.230611E-03
7.212467E+02,-2.215579E-03
7.217288E+02,-2.253059E-03
7.222109E+02,-2.323165E-03
7.226930E+02,-2.411876E-03
7.231752E+02,-2.513319E-03
7.236572E+02,-2.626595E-03
7.241394E+02,-2.749521E-03
7.246215E+02,-2.873762E-03
7.251036E+02,-2.984311E-03
7.255857E+02,-3.065123E-03
7.260679E+02,-3.105754E-03
7.265499E+02,-3.106676E-03
7.270321E+02,-3.078415E-03
7.275142E+02,-3.035775E-03
7.279963E+02,-2.989346E-03
7.284784E+02,-2.938601E-03
7.289606E+02,-2.872972E-03
7.294426E+02,-2.777836E-03
7.299248E+02,-2.644972E-03
7.304069E+02,-2.478267E-03
7.308890E+02,-2.295479E-03
7.313711E+02,-2.118880E-03
7.318533E+02,-1.967740E-03
7.323353E+02,-1.848155E-03
7.328175E+02,-1.752827E-03
7.332996E+02,-1.666192E-03
7.337817E+02,-1.575512E-03
7.342638E+02,-1.478638E-03
7.347460E+02,-1.385904E-03
7.352280E+02,-1.313037E-03
7.357102E+02,-1.270388E-03
7.361923E+02,-1.255323E-03
7.366744E+02,-1.250466E-03
7.371565E+02,-1.231105E-03
7.376387E+02,-1.176519E-03
7.381207E+02,-1.081671E-03
7.386029E+02,-9.590653E-04
7.390850E+02,-8.348376E-04
7.395671E+02,-7.348542E-04
7.400492E+02,-6.745157E-04
7.405314E+02,-6.537063E-04
7.410134E+02,-6.611501E-04
7.414956E+02,-6.837787E-04
7.419777E+02,-7.178849E-04
7.424598E+02,-7.738183E-04
7.429419E+02,-8.709159E-04
7.434241E+02,-1.027397E-03
7.439061E+02,-1.246171E-03
7.443883E+02,-1.510469E-03
7.448704E+02,-1.784078E-03
7.453525E+02,-2.026646E-03
7.458346E+02,-2.201436E-03
7.463168E+02,-2.290404E-03
7.467988E+02,-2.295084E-03
7.472810E+02,-2.233907E-03
7.477631E+02,-2.132102E-03
7.482452E+02,-2.014212E-03
7.487273E+02,-1.901964E-03
7.492095E+02,-1.812257E-03
7.496915E+02,-1.759328E-03
7.501737E+02,-1.755467E-03
7.506558E+02,-1.806087E-03
7.511379E+02,-1.905329E-03
7.516200E+02,-2.031791E-03
7.521022E+02,-2.152775E-03
7.525842E+02,-2.231105E-03
7.530664E+02,-2.236017E-03
7.535485E+02,-2.155083E-03
7.540306E+02,-1.996171E-03
7.545127E+02,-1.784111E-03
7.549949E+02,-1.547449E-03
7.554769E+02,-1.308544E-03
7.559591E+02,-1.075887E-03
7.564412E+02,-8.452216E-04
7.569233E+02,-6.075844E-04
7.574054E+02,-3.591570E-04
7.578876E+02,-1.069435E-04
7.583696E+02,1.286785E-04
7.588518E+02,3.223813E-04
7.593339E+02,4.523495E-04
7.598160E+02,5.068489E-04
7.602981E+02,4.859837E-04
7.607803E+02,3.995815E-04
7.612623E+02,2.617384E-04
7.617445E+02,8.764838E-05
7.622266E+02,-1.090304E-04
7.627087E+02,-3.118119E-04
7.631908E+02,-5.018563E-04
7.636730E+02,-6.589335E-04
7.641550E+02,-7.630688E-04
7.646372E+02,-8.024604E-04
7.651193E+02,-7.755383E-04
7.656014E+02,-6.923138E-04
7.660835E+02,-5.681420E-04
7.665657E+02,-4.183145E-04
7.670477E+02,-2.532359E-04
7.675299E+02,-7.696355E-05
7.680120E+02,1.071356E-04
7.684941E+02,2.905501E-04
7.689762E+02,4.573248E-04
7.694584E+02,5.847122E-04
7.699404E+02,6.525015E-04
7.704226E+02,6.535302E-04
7.709047E+02,5.994106E-04
7.713868E+02,5.208480E-04
7.718689E+02,4.535435E-04
7.723511E+02,4.290658E-04
7.728331E+02,4.598788E-04
7.733153E+02,5.367385E-04
7.737974E+02,6.333217E-04
7.742795E+02,7.198700E-04
7.747616E+02,7.781207E-04
7.752438E+02,8.074978E-04
7.757258E+02,8.254903E-04
7.762080E+02,8.577922E-04
7.766901E+02,9.280150E-04
7.771722E+02,1.046473E-03
7.776543E+02,1.208222E-03
7.781365E+02,1.394961E-03
7.786185E+02,1.583875E-03
7.791007E+02,1.753709E-03
7.795828E+02,1.888399E-03
7.800649E+02,1.978294E-03
7.805470E+02,2.019936E-03
7.810292E+02,2.015308E-03
7.815112E+02,1.972735E-03
7.819934E+02,1.907801E-03
7.824755E+02,1.842511E-03
7.829576E+02,1.798324E-03
7.834397E+02,1.791570E-03
7.839219E+02,1.826606E-03
7.844039E+02,1.895820E-03
7.848861E+02,1.983786E-03
7.853682E+02,2.077662E-03
7.858503E+02,2.176453E-03
7.863324E+02,2.294852E-03
7.868146E+02,2.459266E-03
7.872966E+02,2.694185E-03
7.877788E+02,3.011933E-03
7.882609E+02,3.402208E-03
7.887430E+02,3.835084E-03
7.892251E+02,4.268159E-03
7.897073E+02,4.663047E-03
7.901893E+02,4.998462E-03
7.906715E+02,5.272857E-03
7.911536E+02,5.500813E-03
7.916357E+02,5.701594E-03
7.921178E+02,5.890947E-03
7.926000E+02,6.075443E-03
7.930820E+02,6.254404E-03
7.935642E+02,6.426478E-03
7.940463E+02,6.594785E-03
7.945284E+02,6.768105E-03
7.950105E+02,6.959001E-03
7.954927E+02,7.177974E-03
7.959747E+02,7.432076E-03
7.964569E+02,7.727440E-03
7.969390E+02,8.073131E-03
7.974211E+02,8.485011E-03
7.979032E+02,8.983328E-03
7.983854E+02,9.582606E-03
7.988674E+02,1.028058E-02
7.993496E+02,1.104878E-02
7.998317E+02,1.184015E-02
8.003138E+02,1.259849E-02
8.007959E+02,1.328337E-02
8.012781E+02,1.388885E-02
8.017601E+02,1.444842E-02
8.022423E+02,1.502336E-02
8.027244E+02,1.567401E-02
8.032065E+02,1.644090E-02
8.036886E+02,1.732600E-02
8.041708E+02,1.830136E-02
8.046528E+02,1.932673E-02
8.051350E+02,2.037733E-02
8.056171E+02,2.146049E-02
8.060992E+02,2.261432E-02
8.065813E+02,2.388848E-02
8.070635E+02,2.531675E-02
8.075455E+02,2.690070E-02
8.080277E+02,2.860654E-02
