wav,int
4.12812400E+02,1.84353600E+00
4.12872700E+02,1.83913500E+00
4.12933000E+02,1.84541100E+00
4.12993200E+02,1.86037000E+00
4.13053500E+02,1.87994900E+00
4.13113800E+02,1.89921200E+00
4.13174000E+02,1.91308700E+00
4.13234300E+02,1.91855300E+00
4.13294600E+02,1.91548500E+00
4.13354800E+02,1.90622100E+00
4.13415100E+02,1.89421400E+00
4.13475300E+02,1.88246400E+00
4.13535600E+02,1.87328900E+00
4.13595900E+02,1.86818800E+00
4.13656100E+02,1.86804800E+00
4.13716400E+02,1.87323200E+00
4.13776700E+02,1.88344500E+00
4.13836900E+02,1.89761200E+00
4.13897200E+02,1.91344000E+00
4.13957500E+02,1.92805100E+00
4.14017700E+02,1.93851700E+00
4.14078000E+02,1.94270700E+00
4.14138200E+02,1.94018300E+00
4.14198500E+02,1.93182700E+00
4.14258800E+02,1.91910100E+00
4.14319100E+02,1.90320700E+00
4.14379300E+02,1.88485900E+00
4.14439600E+02,1.86465800E+00
4.14499800E+02,1.84381300E+00
4.14560100E+02,1.82449900E+00
4.14620400E+02,1.80967800E+00
4.14680600E+02,1.80223100E+00
4.14740900E+02,1.80465200E+00
4.14801200E+02,1.81821800E+00
4.14861400E+02,1.84307800E+00
4.14921700E+02,1.87799400E+00
4.14982000E+02,1.92066200E+00
4.15042200E+02,1.96850900E+00
4.15102500E+02,2.01843000E+00
4.15162800E+02,2.06663900E+00
4.15223000E+02,2.10792400E+00
4.15283300E+02,2.13340300E+00
4.15343500E+02,2.13168500E+00
4.15403800E+02,2.09536900E+00
4.15464100E+02,2.02722900E+00
4.15524400E+02,1.94047800E+00
4.15584600E+02,1.85037800E+00
4.15644900E+02,1.76890000E+00
4.15705100E+02,1.70267400E+00
4.15765400E+02,1.65437400E+00
4.15825700E+02,1.62457500E+00
4.15885900E+02,1.61210600E+00
4.15946200E+02,1.61481200E+00
4.16006500E+02,1.62961800E+00
4.16066700E+02,1.65298500E+00
4.16127000E+02,1.68137600E+00
4.16187300E+02,1.71141100E+00
4.16247500E+02,1.74072000E+00
4.16307800E+02,1.76793400E+00
4.16368000E+02,1.79219400E+00
4.16428300E+02,1.81245300E+00
4.16488600E+02,1.82688700E+00
4.16548800E+02,1.83263600E+00
4.16609100E+02,1.82662400E+00
4.16669400E+02,1.80707400E+00
4.16729600E+02,1.77470400E+00
4.16789900E+02,1.73295200E+00
4.16850200E+02,1.68701500E+00
4.16910400E+02,1.64229400E+00
4.16970700E+02,1.60280600E+00
4.17030900E+02,1.57145300E+00
4.17091200E+02,1.54945700E+00
4.17151500E+02,1.53669600E+00
4.17211800E+02,1.53214400E+00
4.17272000E+02,1.53411100E+00
4.17332300E+02,1.54077100E+00
4.17392500E+02,1.55041100E+00
4.17452800E+02,1.56181800E+00
4.17513100E+02,1.57436500E+00
4.17573300E+02,1.58774000E+00
4.17633600E+02,1.60158700E+00
4.17693900E+02,1.61514500E+00
4.17754100E+02,1.62714500E+00
4.17814400E+02,1.63602800E+00
4.17874700E+02,1.64048400E+00
4.17934900E+02,1.63976300E+00
4.17995200E+02,1.63374200E+00
4.18055500E+02,1.62266100E+00
4.18115700E+02,1.60703000E+00
4.18176000E+02,1.58739400E+00
4.18236200E+02,1.56474600E+00
4.18296500E+02,1.54101000E+00
4.18356800E+02,1.51892600E+00
4.18417100E+02,1.50169100E+00
4.18477300E+02,1.49190200E+00
4.18537600E+02,1.49026500E+00
4.18597800E+02,1.49541400E+00
4.18658100E+02,1.50445100E+00
4.18718400E+02,1.51431800E+00
4.18778600E+02,1.52276600E+00
4.18838900E+02,1.52934600E+00
4.18899200E+02,1.53550200E+00
4.18959400E+02,1.54431900E+00
4.19019700E+02,1.55949600E+00
4.19080000E+02,1.58372700E+00
4.19140200E+02,1.61771800E+00
4.19200500E+02,1.65930800E+00
4.19260700E+02,1.70402400E+00
4.19321000E+02,1.74568300E+00
4.19381300E+02,1.77838300E+00
4.19441500E+02,1.79802000E+00
4.19501800E+02,1.80286600E+00
4.19562100E+02,1.79393100E+00
4.19622300E+02,1.77397100E+00
4.19682600E+02,1.74751100E+00
4.19742900E+02,1.71976600E+00
4.19803100E+02,1.69604500E+00
4.19863400E+02,1.68102500E+00
4.19923600E+02,1.67748400E+00
4.19983900E+02,1.68579500E+00
4.20044200E+02,1.70446400E+00
4.20104500E+02,1.73082200E+00
4.20164700E+02,1.76183100E+00
4.20225000E+02,1.79474000E+00
4.20285200E+02,1.82808800E+00
4.20345500E+02,1.86169600E+00
4.20405800E+02,1.89686800E+00
4.20466000E+02,1.93556500E+00
4.20526300E+02,1.97933900E+00
4.20586600E+02,2.02795200E+00
4.20646800E+02,2.07857300E+00
4.20707100E+02,2.12495500E+00
4.20767400E+02,2.15929800E+00
4.20827600E+02,2.17568200E+00
4.20887900E+02,2.17340200E+00
4.20948200E+02,2.15769100E+00
4.21008400E+02,2.13638300E+00
4.21068700E+02,2.11696000E+00
4.21128900E+02,2.10516300E+00
4.21189200E+02,2.10500000E+00
4.21249500E+02,2.12033400E+00
4.21309800E+02,2.15550600E+00
4.21370000E+02,2.21617600E+00
4.21430300E+02,2.30975300E+00
4.21490500E+02,2.44706700E+00
4.21550800E+02,2.64614700E+00
4.21611100E+02,2.93786000E+00
4.21671300E+02,3.38913900E+00
4.21731600E+02,4.05882000E+00
4.21791900E+02,3.82933100E+00
4.21852100E+02,3.34735200E+00
4.21912400E+02,3.09607700E+00
4.21972700E+02,2.99254700E+00
4.22032900E+02,3.00756300E+00
4.22093200E+02,3.17459700E+00
4.22153400E+02,3.89698000E+00
4.22213700E+02,6.00000000E+00
4.22274000E+02,6.00000000E+00
4.22334200E+02,6.00000000E+00
4.22394500E+02,6.00000000E+00
4.22454800E+02,6.00000000E+00
4.22515000E+02,6.00000000E+00
4.22575300E+02,6.00000000E+00
4.22635600E+02,6.00000000E+00
4.22695800E+02,6.00000000E+00
4.22756100E+02,6.00000000E+00
4.22816300E+02,6.00000000E+00
4.22876600E+02,6.00000000E+00
4.22936900E+02,6.00000000E+00
4.22997200E+02,6.00000000E+00
4.23057400E+02,3.94006700E+00
4.23117700E+02,3.01063300E+00
4.23177900E+02,2.73770400E+00
4.23238200E+02,2.57351700E+00
4.23298500E+02,2.46041400E+00
4.23358700E+02,2.38154600E+00
4.23419000E+02,2.32970800E+00
4.23479300E+02,2.30101400E+00
4.23539500E+02,2.29288100E+00
4.23599800E+02,2.30321600E+00
4.23660100E+02,2.33108200E+00
4.23720300E+02,2.37587200E+00
4.23780600E+02,2.43695200E+00
4.23840900E+02,2.51140100E+00
4.23901100E+02,2.58632900E+00
4.23961400E+02,2.63357800E+00
4.24021600E+02,2.61554100E+00
4.24081900E+02,2.52187800E+00
4.24142200E+02,2.38500700E+00
4.24202500E+02,2.24309900E+00
4.24262700E+02,2.11703200E+00
4.24323000E+02,2.01321000E+00
4.24383200E+02,1.93213300E+00
4.24443500E+02,1.87165800E+00
4.24503800E+02,1.82856300E+00
4.24564000E+02,1.79989600E+00
4.24624300E+02,1.78309800E+00
4.24684600E+02,1.77627000E+00
4.24744800E+02,1.77803900E+00
4.24805100E+02,1.78715700E+00
4.24865400E+02,1.80213400E+00
4.24925600E+02,1.82053400E+00
4.24985900E+02,1.83897000E+00
4.25046100E+02,1.85387100E+00
4.25106400E+02,1.86233600E+00
4.25166700E+02,1.86357000E+00
4.25226900E+02,1.85909000E+00
4.25287200E+02,1.85187600E+00
4.25347500E+02,1.84443500E+00
4.25407700E+02,1.83778500E+00
4.25468000E+02,1.83133400E+00
4.25528300E+02,1.82383700E+00
4.25588500E+02,1.81441300E+00
4.25648800E+02,1.80346000E+00
4.25709000E+02,1.79242900E+00
4.25769300E+02,1.78318100E+00
4.25829600E+02,1.77724200E+00
4.25889900E+02,1.77491800E+00
4.25950100E+02,1.77538900E+00
4.26010400E+02,1.77710300E+00
4.26070600E+02,1.77854100E+00
4.26130900E+02,1.77882500E+00
4.26191200E+02,1.77814000E+00
4.26251400E+02,1.77736700E+00
4.26311700E+02,1.77756500E+00
4.26372000E+02,1.77947300E+00
4.26432200E+02,1.78332200E+00
4.26492500E+02,1.78928300E+00
4.26552800E+02,1.79794500E+00
4.26613000E+02,1.81035600E+00
4.26673300E+02,1.82788200E+00
4.26733600E+02,1.85126200E+00
4.26793800E+02,1.87955300E+00
4.26854100E+02,1.90873800E+00
4.26914300E+02,1.93155200E+00
4.26974600E+02,1.93961100E+00
4.27034900E+02,1.92697400E+00
4.27095200E+02,1.89469100E+00
4.27155400E+02,1.84979200E+00
4.27215700E+02,1.80160700E+00
4.27275900E+02,1.75742300E+00
4.27336200E+02,1.72120500E+00
4.27396500E+02,1.69446300E+00
4.27456700E+02,1.67681000E+00
4.27517000E+02,1.66704000E+00
4.27577300E+02,1.66384200E+00
4.27637500E+02,1.66622200E+00
4.27697800E+02,1.67346000E+00
4.27758100E+02,1.68484300E+00
4.27818300E+02,1.69942500E+00
4.27878600E+02,1.71568000E+00
4.27938800E+02,1.73170700E+00
4.27999100E+02,1.74586600E+00
4.28059400E+02,1.75718500E+00
4.28119600E+02,1.76579000E+00
4.28179900E+02,1.77247100E+00
4.28240200E+02,1.77795000E+00
4.28300400E+02,1.78220500E+00
4.28360700E+02,1.78411900E+00
4.28421000E+02,1.78195400E+00
4.28481200E+02,1.77430900E+00
4.28541500E+02,1.76117100E+00
4.28601700E+02,1.74408600E+00
4.28662000E+02,1.72575500E+00
4.28722300E+02,1.70879100E+00
4.28782600E+02,1.69517800E+00
4.28842800E+02,1.68588500E+00
4.28903100E+02,1.68098700E+00
4.28963300E+02,1.68020400E+00
4.29023600E+02,1.68326400E+00
4.29083900E+02,1.69019600E+00
4.29144100E+02,1.70117500E+00
4.29204400E+02,1.71622500E+00
4.29264700E+02,1.73483800E+00
4.29324900E+02,1.75556100E+00
4.29385200E+02,1.77640000E+00
4.29445500E+02,1.79531400E+00
4.29505700E+02,1.81084700E+00
4.29566000E+02,1.82298800E+00
4.29626300E+02,1.83288200E+00
4.29686500E+02,1.84212500E+00
4.29746800E+02,1.85181900E+00
4.29807000E+02,1.86198800E+00
4.29867300E+02,1.87153600E+00
4.29927600E+02,1.87904200E+00
4.29987900E+02,1.88342200E+00
4.30048100E+02,1.88448000E+00
4.30108400E+02,1.88304000E+00
4.30168600E+02,1.88021300E+00
4.30228900E+02,1.87671500E+00
4.30289200E+02,1.87270100E+00
4.30349400E+02,1.86789100E+00
4.30409700E+02,1.86219300E+00
4.30470000E+02,1.85629000E+00
4.30530200E+02,1.85170900E+00
4.30590500E+02,1.85029500E+00
4.30650800E+02,1.85351900E+00
4.30711000E+02,1.86186500E+00
4.30771300E+02,1.87457400E+00
4.30831500E+02,1.89006600E+00
4.30891800E+02,1.90656500E+00
4.30952100E+02,1.92327600E+00
4.31012300E+02,1.94121100E+00
4.31072600E+02,1.96305600E+00
4.31132900E+02,1.99216600E+00
4.31193100E+02,2.03125200E+00
4.31253400E+02,2.08085600E+00
4.31313700E+02,2.13792500E+00
4.31373900E+02,2.19509100E+00
4.31434200E+02,2.23984400E+00
4.31494400E+02,2.25937500E+00
4.31554700E+02,2.24740400E+00
4.31615000E+02,2.20851300E+00
4.31675300E+02,2.15374600E+00
4.31735500E+02,2.09452400E+00
4.31795800E+02,2.03879300E+00
4.31856000E+02,1.99085500E+00
4.31916300E+02,1.95316300E+00
4.31976600E+02,1.92721300E+00
4.32036800E+02,1.91376700E+00
4.32097100E+02,1.91353400E+00
4.32157400E+02,1.92678000E+00
4.32217600E+02,1.95364100E+00
4.32277900E+02,1.99398700E+00
4.32338200E+02,2.04734700E+00
4.32398400E+02,2.11313400E+00
4.32458700E+02,2.18976400E+00
4.32519000E+02,2.27328000E+00
4.32579200E+02,2.35577600E+00
4.32639500E+02,2.42221400E+00
4.32699700E+02,2.45331700E+00
4.32760000E+02,2.43747600E+00
4.32820300E+02,2.38160200E+00
4.32880600E+02,2.30510100E+00
4.32940800E+02,2.22567000E+00
4.33001100E+02,2.15416100E+00
4.33061300E+02,2.09437500E+00
4.33121600E+02,2.04625800E+00
4.33181900E+02,2.00832000E+00
4.33242100E+02,1.97863500E+00
4.33302400E+02,1.95602900E+00
4.33362700E+02,1.94045500E+00
4.33422900E+02,1.93258000E+00
4.33483200E+02,1.93348200E+00
4.33543500E+02,1.94389900E+00
4.33603700E+02,1.96366300E+00
4.33664000E+02,1.99153300E+00
4.33724200E+02,2.02510600E+00
4.33784500E+02,2.06161600E+00
4.33844800E+02,2.09829000E+00
4.33905000E+02,2.13324100E+00
4.33965300E+02,2.16531200E+00
4.34025600E+02,2.19374200E+00
4.34085800E+02,2.21704900E+00
4.34146100E+02,2.23301500E+00
4.34206400E+02,2.23938800E+00
4.34266600E+02,2.23570300E+00
4.34326900E+02,2.22383300E+00
4.34387100E+02,2.20765100E+00
4.34447400E+02,2.19114500E+00
4.34507700E+02,2.17648200E+00
4.34568000E+02,2.16373600E+00
4.34628200E+02,2.15128500E+00
4.34688500E+02,2.13695100E+00
4.34748700E+02,2.11956100E+00
4.34809000E+02,2.09984100E+00
4.34869300E+02,2.07995200E+00
4.34929500E+02,2.06252300E+00
4.34989800E+02,2.04946800E+00
4.35050100E+02,2.04133800E+00
4.35110300E+02,2.03782600E+00
4.35170600E+02,2.03826600E+00
4.35230900E+02,2.04224000E+00
4.35291100E+02,2.04977400E+00
4.35351400E+02,2.06100600E+00
4.35411700E+02,2.07489900E+00
4.35471900E+02,2.08809400E+00
4.35532200E+02,2.09480000E+00
4.35592400E+02,2.08784900E+00
4.35652700E+02,2.06233500E+00
4.35713000E+02,2.01931500E+00
4.35773300E+02,1.96514800E+00
4.35833500E+02,1.90839300E+00
4.35893800E+02,1.85569300E+00
4.35954000E+02,1.81108200E+00
4.36014300E+02,1.77589700E+00
4.36074600E+02,1.74958600E+00
4.36134800E+02,1.73081100E+00
4.36195100E+02,1.71826500E+00
4.36255400E+02,1.71122900E+00
4.36315600E+02,1.70961600E+00
4.36375900E+02,1.71359400E+00
4.36436200E+02,1.72295000E+00
4.36496400E+02,1.73637900E+00
4.36556700E+02,1.75161600E+00
4.36616900E+02,1.76595500E+00
4.36677200E+02,1.77696800E+00
4.36737500E+02,1.78351000E+00
4.36797700E+02,1.78590800E+00
4.36858000E+02,1.78552000E+00
4.36918300E+02,1.78389600E+00
4.36978500E+02,1.78199000E+00
4.37038800E+02,1.77987100E+00
4.37099100E+02,1.77697700E+00
4.37159300E+02,1.77262900E+00
4.37219600E+02,1.76655800E+00
4.37279800E+02,1.75920200E+00
4.37340100E+02,1.75138500E+00
4.37400400E+02,1.74380000E+00
4.37460700E+02,1.73669600E+00
4.37520900E+02,1.72983600E+00
4.37581200E+02,1.72284100E+00
4.37641400E+02,1.71574800E+00
4.37701700E+02,1.70933000E+00
4.37762000E+02,1.70499100E+00
4.37822200E+02,1.70421400E+00
4.37882500E+02,1.70796400E+00
4.37942800E+02,1.71610600E+00
4.38003000E+02,1.72743800E+00
4.38063300E+02,1.73972100E+00
4.38123600E+02,1.75057600E+00
4.38183800E+02,1.75854800E+00
4.38244100E+02,1.76355100E+00
4.38304400E+02,1.76685400E+00
4.38364600E+02,1.77018200E+00
4.38424900E+02,1.77489000E+00
4.38485100E+02,1.78114600E+00
4.38545400E+02,1.78804400E+00
4.38605700E+02,1.79388000E+00
4.38666000E+02,1.79697800E+00
4.38726200E+02,1.79644600E+00
4.38786500E+02,1.79215100E+00
4.38846700E+02,1.78454000E+00
4.38907000E+02,1.77419400E+00
4.38967300E+02,1.76150600E+00
4.39027500E+02,1.74680700E+00
4.39087800E+02,1.73076200E+00
4.39148100E+02,1.71458600E+00
4.39208300E+02,1.69986000E+00
4.39268600E+02,1.68830500E+00
4.39328900E+02,1.68116900E+00
4.39389100E+02,1.67884800E+00
4.39449400E+02,1.68091900E+00
4.39509600E+02,1.68636500E+00
4.39569900E+02,1.69420300E+00
4.39630200E+02,1.70405400E+00
4.39690400E+02,1.71647200E+00
4.39750700E+02,1.73274600E+00
4.39811000E+02,1.75442200E+00
4.39871200E+02,1.78236500E+00
4.39931500E+02,1.81612400E+00
4.39991800E+02,1.85326200E+00
4.40052000E+02,1.88922500E+00
4.40112300E+02,1.91837200E+00
4.40172500E+02,1.93522100E+00
4.40232800E+02,1.93681400E+00
4.40293100E+02,1.92370900E+00
4.40353400E+02,1.89949100E+00
4.40413600E+02,1.86883000E+00
4.40473900E+02,1.83602400E+00
4.40534100E+02,1.80482200E+00
4.40594400E+02,1.77804900E+00
4.40654700E+02,1.75779300E+00
4.40714900E+02,1.74565100E+00
4.40775200E+02,1.74229500E+00
4.40835500E+02,1.74756400E+00
4.40895700E+02,1.76034800E+00
4.40956000E+02,1.77883900E+00
4.41016300E+02,1.80080200E+00
4.41076500E+02,1.82414900E+00
4.41136800E+02,1.84753800E+00
4.41197100E+02,1.87054100E+00
4.41257300E+02,1.89340600E+00
4.41317600E+02,1.91642700E+00
4.41377800E+02,1.93928200E+00
4.41438100E+02,1.96076200E+00
4.41498400E+02,1.97896000E+00
4.41558700E+02,1.99173000E+00
4.41618900E+02,1.99754900E+00
4.41679200E+02,1.99572000E+00
4.41739400E+02,1.98635200E+00
4.41799700E+02,1.97005600E+00
4.41860000E+02,1.94781700E+00
4.41920200E+02,1.92137600E+00
4.41980500E+02,1.89340900E+00
4.42040800E+02,1.86704700E+00
4.42101000E+02,1.84578600E+00
4.42161300E+02,1.83238600E+00
4.42221600E+02,1.82837700E+00
4.42281800E+02,1.83407600E+00
4.42342100E+02,1.84865400E+00
4.42402300E+02,1.87062200E+00
4.42462600E+02,1.89828400E+00
4.42522900E+02,1.93068100E+00
4.42583100E+02,1.96769300E+00
4.42643400E+02,2.00996500E+00
4.42703700E+02,2.05785600E+00
4.42763900E+02,2.11000600E+00
4.42824200E+02,2.16136500E+00
4.42884500E+02,2.20308900E+00
4.42944700E+02,2.22437400E+00
4.43005000E+02,2.21865700E+00
4.43065200E+02,2.18869400E+00
4.43125500E+02,2.14439400E+00
4.43185800E+02,2.09687600E+00
4.43246100E+02,2.05341400E+00
4.43306300E+02,2.01735800E+00
4.43366600E+02,1.98933400E+00
4.43426800E+02,1.96865100E+00
4.43487100E+02,1.95460700E+00
4.43547400E+02,1.94733700E+00
4.43607600E+02,1.94777300E+00
4.43667900E+02,1.95721000E+00
4.43728200E+02,1.97673700E+00
4.43788400E+02,2.00654100E+00
4.43848700E+02,2.04575200E+00
4.43909000E+02,2.09264600E+00
4.43969200E+02,2.14519500E+00
4.44029500E+02,2.20035000E+00
4.44089800E+02,2.25402000E+00
4.44150000E+02,2.30000300E+00
4.44210300E+02,2.32915000E+00
4.44270500E+02,2.33213600E+00
4.44330800E+02,2.30495700E+00
4.44391100E+02,2.25247100E+00
4.44451400E+02,2.18632200E+00
4.44511600E+02,2.11846500E+00
4.44571900E+02,2.05765300E+00
4.44632100E+02,2.00815100E+00
4.44692400E+02,1.97087400E+00
4.44752700E+02,1.94451200E+00
4.44812900E+02,1.92635100E+00
4.44873200E+02,1.91325200E+00
4.44933500E+02,1.90235300E+00
4.44993700E+02,1.89206200E+00
4.45054000E+02,1.88205400E+00
4.45114300E+02,1.87300700E+00
4.45174500E+02,1.86590200E+00
4.45234800E+02,1.86158100E+00
4.45295000E+02,1.86038600E+00
4.45355300E+02,1.86219500E+00
4.45415600E+02,1.86663500E+00
4.45475800E+02,1.87305900E+00
4.45536100E+02,1.88065900E+00
4.45596400E+02,1.88806600E+00
4.45656600E+02,1.89326100E+00
4.45716900E+02,1.89403900E+00
4.45777200E+02,1.88836000E+00
4.45837400E+02,1.87554100E+00
4.45897700E+02,1.85675800E+00
4.45957900E+02,1.83484800E+00
4.46018200E+02,1.81328600E+00
4.46078500E+02,1.79500400E+00
4.46138800E+02,1.78197200E+00
4.46199000E+02,1.77467100E+00
4.46259300E+02,1.77230800E+00
4.46319500E+02,1.77316700E+00
4.46379800E+02,1.77516500E+00
4.46440100E+02,1.77647600E+00
4.46500300E+02,1.77568800E+00
4.46560600E+02,1.77211900E+00
4.46620900E+02,1.76564600E+00
4.46681100E+02,1.75650100E+00
